,Unnamed: 0,title,artist,top genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,image,url
88,89,Hold It Against Me,Britney Spears,dance pop,2011,133,72,65,-5,24,39,229,1,4,59,https://i.scdn.co/image/ab67616d0000b273fda0f2adec40250bea55101b,https://p.scdn.co/mp3-preview/4cb13a4361dce12610e30ba96772165e834428c1?cid=4730b02bd7f84c22bb7993aaa4620292
89,90,I'm Into You,Jennifer Lopez,dance pop,2011,84,75,59,-4,8,70,200,2,14,59,https://i.scdn.co/image/ab67616d0000b2737224084fbb532dddced85ac2,https://p.scdn.co/mp3-preview/fe878c64891019dd70f5413bb41aa710ba5ebf6b?cid=4730b02bd7f84c22bb7993aaa4620292
90,91,Papi,Jennifer Lopez,dance pop,2011,120,81,71,-5,37,89,223,13,6,58,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,https://p.scdn.co/mp3-preview/1b4914d40783b0c26cc92322441f787e70217e65?cid=4730b02bd7f84c22bb7993aaa4620292
91,92,Cheers (Drink To That),Rihanna,barbadian pop,2011,80,91,58,-4,29,73,262,2,4,58,https://i.scdn.co/image/ab67616d0000b273aa16162c83c19d587a3bfa45,https://p.scdn.co/mp3-preview/0c6186064375fa332bfc57aa09f5b1a281421458?cid=4730b02bd7f84c22bb7993aaa4620292
92,93,S&M Remix,Rihanna,barbadian pop,2011,128,81,82,-3,5,89,257,5,5,54,https://i.scdn.co/image/ab67616d0000b273c28680c727d093ec3db48340,https://p.scdn.co/mp3-preview/010029c4620b40c82a7e28b94e8017f3b3ce0607?cid=4730b02bd7f84c22bb7993aaa4620292
93,94,Written in the Stars (feat. Eric Turner),Tinie Tempah,dance pop,2011,91,95,64,-4,18,57,220,6,7,52,https://i.scdn.co/image/ab67616d0000b2733ce578a2506275604c9dbc87,https://p.scdn.co/mp3-preview/e833744de62ff3c6ca55e17d623becb132f0cbed?cid=4730b02bd7f84c22bb7993aaa4620292
94,95,Jar of Hearts,Christina Perri,dance pop,2011,75,35,35,-6,12,9,247,73,3,50,https://i.scdn.co/image/ab67616d0000b27326a2f5224465a369f8abbf88,https://p.scdn.co/mp3-preview/c9c3a5b998035b9c85726857683c7cd1a37167d0?cid=4730b02bd7f84c22bb7993aaa4620292
95,96,Castle Walls (feat. Christina Aguilera),T.I.,atl hip hop,2011,80,86,45,-5,26,58,329,7,39,49,https://i.scdn.co/image/ab67616d0000b273128b948ac9a26c14269282d4,https://p.scdn.co/mp3-preview/73f43608a6588c1de8c7764b254e20e8088f5f2b?cid=4730b02bd7f84c22bb7993aaa4620292
96,97,Turning Page,Sleeping At Last,acoustic pop,2011,125,38,30,-8,11,19,255,91,3,46,https://i.scdn.co/image/ab67616d0000b27330eb992a82f895893f60375b,https://p.scdn.co/mp3-preview/7e7be58424b8dbc3a93db14bc573ad717243145a?cid=4730b02bd7f84c22bb7993aaa4620292
97,98,Super Bass,Nicki Minaj,dance pop,2011,127,74,77,-7,40,59,201,6,23,38,https://i.scdn.co/image/ab67616d0000b273aa7d2641af0fa4c1f76fafbf,https://p.scdn.co/mp3-preview/35b028e2715bda58ffaabb3b8bde86f40d9288e6?cid=4730b02bd7f84c22bb7993aaa4620292
98,99,Raise Your Glass,P!nk,dance pop,2011,122,64,68,-7,12,56,208,0,12,38,https://i.scdn.co/image/ab67616d0000b2736f3451faa271fbe470685f34,https://p.scdn.co/mp3-preview/85bdce6320672d2ad29e11eabd15912b73f3b89d?cid=4730b02bd7f84c22bb7993aaa4620292
99,100,Invading My Mind,Jennifer Lopez,dance pop,2011,129,88,73,-4,32,69,201,2,7,31,https://i.scdn.co/image/ab67616d0000b273d7b2aa3834b82b1cbe899a48,https://p.scdn.co/mp3-preview/67bebbceb4bf1bff130ddb92885e905b5eb5ecf8?cid=4730b02bd7f84c22bb7993aaa4620292
100,101,Moment 4 Life - Album Version (Edited),Nicki Minaj,dance pop,2011,130,88,50,-4,22,37,279,39,38,28,https://i.scdn.co/image/ab67616d0000b27352b67ff8e0e2b37e33c4fef4,https://p.scdn.co/mp3-preview/031612e3474efa6da14fa83bba648a3dde894062?cid=4730b02bd7f84c22bb7993aaa4620292
101,102,Last Friday Night (T.G.I.F.),Katy Perry,dance pop,2011,126,81,65,-4,67,72,231,0,4,27,https://i.scdn.co/image/ab67616d0000b273d20c38f295039520d688a888,https://p.scdn.co/mp3-preview/64b1311ad48492b02df0ed2c27372368de2d9f73?cid=4730b02bd7f84c22bb7993aaa4620292
102,103,Firework,Katy Perry,dance pop,2011,124,83,64,-5,11,65,228,14,5,25,https://i.scdn.co/image/ab67616d0000b273d20c38f295039520d688a888,https://p.scdn.co/mp3-preview/a7a7598336dfc0a3f222815c60a22a80bdcd494c?cid=4730b02bd7f84c22bb7993aaa4620292
103,104,Muny - Album Version (Edited),Nicki Minaj,dance pop,2011,98,72,80,-5,19,53,227,56,33,7,https://i.scdn.co/image/ab67616d0000b2731455defcb0b02a3d3a5388f7,https://p.scdn.co/mp3-preview/1e371a21b6c7027420b72d72fc5e9adaccd613dd?cid=4730b02bd7f84c22bb7993aaa4620292
104,105,Titanium (feat. Sia),David Guetta,dance pop,2012,126,79,60,-4,13,30,245,7,10,80,https://i.scdn.co/image/ab67616d0000b273a197a2ef3ad6704d1f44aa4e,https://p.scdn.co/mp3-preview/4d3537bf2416e04dc90887c896adcd1c8da4c76e?cid=4730b02bd7f84c22bb7993aaa4620292
105,106,Locked Out of Heaven,Bruno Mars,pop,2012,144,70,73,-4,31,87,233,5,4,79,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,https://p.scdn.co/mp3-preview/5a0318e6c43964786d22b9431af35490e96cff3d?cid=4730b02bd7f84c22bb7993aaa4620292
106,107,Paradise,Coldplay,permanent wave,2012,140,59,45,-7,8,20,279,5,3,79,https://i.scdn.co/image/ab67616d0000b273de0cd11d7b31c3bd1fd5983d,https://p.scdn.co/mp3-preview/1039fd50eaca0a268a2378a6c9244bf85c8b961f?cid=4730b02bd7f84c22bb7993aaa4620292
107,108,Payphone,Maroon 5,pop,2012,110,75,74,-5,29,55,231,2,4,79,https://i.scdn.co/image/ab67616d0000b273ce7d499847da02a9cbd1c084,https://p.scdn.co/mp3-preview/83402aa9890b9fc79e197d1eb0d2c24d26dd0e3f?cid=4730b02bd7f84c22bb7993aaa4620292
108,109,What Makes You Beautiful,One Direction,boy band,2012,125,79,73,-2,6,89,200,1,7,78,https://i.scdn.co/image/ab67616d0000b2734a5584795dc73860653a9a3e,https://p.scdn.co/mp3-preview/3abcba42a4cb3566c4840c29fd6695459065b1ae?cid=4730b02bd7f84c22bb7993aaa4620292
109,110,I Knew You Were Trouble.,Taylor Swift,pop,2012,77,47,62,-7,3,68,220,0,4,77,https://i.scdn.co/image/ab67616d0000b2731c248e90c3e569f90aef9dec,https://p.scdn.co/mp3-preview/9acb9a869e7bd8e7154c7d816c59f4cda6a42447?cid=4730b02bd7f84c22bb7993aaa4620292
110,111,Call Me Maybe,Carly Rae Jepsen,canadian pop,2012,120,58,78,-7,11,66,193,1,4,76,https://i.scdn.co/image/ab67616d0000b273a111f7769013f1731e9c697c,https://p.scdn.co/mp3-preview/26d2b4111e28e504a67859ff8d30b71a32ce09f0?cid=4730b02bd7f84c22bb7993aaa4620292
111,112,Love You Like A Love Song,Selena Gomez & The Scene,dance pop,2012,117,68,86,-4,7,92,188,8,5,76,https://i.scdn.co/image/ab67616d0000b2731c8193de8d62b2ffa49a09db,https://p.scdn.co/mp3-preview/f65d7638dc1ace74bb418cce34022f6147560a8a?cid=4730b02bd7f84c22bb7993aaa4620292
112,113,Set Fire to the Rain,Adele,british soul,2012,108,68,61,-4,13,47,242,0,3,76,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300,https://p.scdn.co/mp3-preview/6fc68c105e091645376471727960d2ba3cd0ee01?cid=4730b02bd7f84c22bb7993aaa4620292
113,114,We Are Never Ever Getting Back Together,Taylor Swift,pop,2012,86,68,63,-6,12,75,193,1,9,75,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,https://p.scdn.co/mp3-preview/918f2323eaf64a178283b60b6a027bd7cde13c46?cid=4730b02bd7f84c22bb7993aaa4620292
114,115,Stronger (What Doesn't Kill You),Kelly Clarkson,dance pop,2012,116,94,56,-4,11,68,222,5,5,74,https://i.scdn.co/image/ab67616d0000b273253e3f8fce535f72a6b2c4ba,https://p.scdn.co/mp3-preview/4956c3edb0a79489adc21e2d16eb8f7880c94d36?cid=4730b02bd7f84c22bb7993aaa4620292
115,116,Try,P!nk,dance pop,2012,104,63,67,-7,9,55,248,0,3,74,https://i.scdn.co/image/ab67616d0000b2739d0f0d226987b449808e7b6f,https://p.scdn.co/mp3-preview/5307933144e41502ac08e9227194a12d418e2c28?cid=4730b02bd7f84c22bb7993aaa4620292
116,117,Starships,Nicki Minaj,dance pop,2012,125,72,75,-2,25,75,211,14,8,73,https://i.scdn.co/image/ab67616d0000b27385235715597dcd07bb9e0f84,https://p.scdn.co/mp3-preview/60fb1f4aa0501b0268bcb46d34d50d0d1452e65c?cid=4730b02bd7f84c22bb7993aaa4620292
117,118,One More Night,Maroon 5,pop,2012,93,82,72,-3,8,62,220,6,3,73,https://i.scdn.co/image/ab67616d0000b273ce7d499847da02a9cbd1c084,https://p.scdn.co/mp3-preview/c8080e7c61e8a83df8cee7a59cc77f8b75d24cd5?cid=4730b02bd7f84c22bb7993aaa4620292
118,119,Good Time,Owl City,pop,2012,126,87,56,-4,37,68,206,2,14,73,https://i.scdn.co/image/ab67616d0000b273cf5459850259268f98b07f7a,https://p.scdn.co/mp3-preview/948112ba8bf947a429389e2dd71c990989027a7e?cid=4730b02bd7f84c22bb7993aaa4620292
119,120,Glad You Came,The Wanted,boy band,2012,127,85,72,-4,11,45,198,3,6,72,https://i.scdn.co/image/ab67616d0000b27317a142a78128fb7c54ab9aa4,https://p.scdn.co/mp3-preview/cf4bff1624c8c72cb9f5e18bb240f6ac2491b464?cid=4730b02bd7f84c22bb7993aaa4620292
120,121,Beauty And A Beat,Justin Bieber,canadian pop,2012,128,84,60,-5,7,53,228,0,6,72,https://i.scdn.co/image/ab67616d0000b2736c20c4638a558132ba95bc39,https://p.scdn.co/mp3-preview/971940ae12e29dbfcd17d52a8cac3c0a650afae7?cid=4730b02bd7f84c22bb7993aaa4620292
121,122,International Love,Pitbull,dance pop,2012,120,86,67,-3,34,65,227,1,5,72,https://i.scdn.co/image/ab67616d0000b2731dc7483a9fcfce54822a2f19,https://p.scdn.co/mp3-preview/796c030b6336cedd4a816f931c818a5507bf4607?cid=4730b02bd7f84c22bb7993aaa4620292
122,123,Some Nights,fun.,baroque pop,2012,108,74,67,-7,9,39,277,2,5,72,https://i.scdn.co/image/ab67616d0000b27305fb4e9947c6edaf3836766e,https://p.scdn.co/mp3-preview/270d1a141e0493689e31d43c42b464e23583b820?cid=4730b02bd7f84c22bb7993aaa4620292
123,124,Boyfriend,Justin Bieber,canadian pop,2012,97,55,72,-6,13,33,171,4,5,71,https://i.scdn.co/image/ab67616d0000b2730397f50cb9dc5393db5d08bc,https://p.scdn.co/mp3-preview/2239af86b310ca77423af660ba8f113e6ba3b3ae?cid=4730b02bd7f84c22bb7993aaa4620292
124,125,Part Of Me,Katy Perry,dance pop,2012,130,92,68,-5,7,77,216,0,4,71,https://i.scdn.co/image/ab67616d0000b273a56dc57d708c7b62db950105,https://p.scdn.co/mp3-preview/0fc1b5e3ad68d2c116daad18c258ae904afdc8a0?cid=4730b02bd7f84c22bb7993aaa4620292
125,126,Domino,Jessie J,australian pop,2012,127,55,76,-5,4,78,232,1,3,69,https://i.scdn.co/image/ab67616d0000b2739900b995cd1a81c35c574ab0,https://p.scdn.co/mp3-preview/b428b2623b689e9ba4c8ed65d2a69802ffb4af1b?cid=4730b02bd7f84c22bb7993aaa4620292
126,127,Where Have You Been,Rihanna,barbadian pop,2012,128,85,72,-6,22,44,243,0,9,68,https://i.scdn.co/image/ab67616d0000b273bef074de9ca825bddaeb9f46,https://p.scdn.co/mp3-preview/0f40af95d03d3b3be832313668550ebbdac7d94d?cid=4730b02bd7f84c22bb7993aaa4620292
127,128,Wide Awake,Katy Perry,dance pop,2012,160,68,51,-5,39,57,221,7,4,68,https://i.scdn.co/image/ab67616d0000b273937af329667311f4b2831616,https://p.scdn.co/mp3-preview/fafec07ab283a58881ca0f58e57cd3e5c9028967?cid=4730b02bd7f84c22bb7993aaa4620292
128,129,The One That Got Away,Katy Perry,dance pop,2012,134,80,69,-4,16,88,227,0,4,67,https://i.scdn.co/image/ab67616d0000b273d20c38f295039520d688a888,https://p.scdn.co/mp3-preview/06aed554aa87e529042b1295e83a3cc6b4d2fc0b?cid=4730b02bd7f84c22bb7993aaa4620292
129,130,Dance Again,Jennifer Lopez,dance pop,2012,128,86,79,-5,10,71,237,2,7,66,https://i.scdn.co/image/ab67616d0000b273de83c517bc250ad5eff2c951,https://p.scdn.co/mp3-preview/8f80ab794eb6bb68ac714d695ea9a627f04b194a?cid=4730b02bd7f84c22bb7993aaa4620292
130,131,Turn Up the Music,Chris Brown,dance pop,2012,130,84,59,-6,16,64,228,0,10,65,https://i.scdn.co/image/ab67616d0000b273781583ade2f00c2966a35965,https://p.scdn.co/mp3-preview/f8d6e299a48bf82306fea74331c69547b4a6de96?cid=4730b02bd7f84c22bb7993aaa4620292
131,132,Lights - Single Version,Ellie Goulding,dance pop,2012,120,80,68,-6,13,78,211,3,4,65,https://i.scdn.co/image/ab67616d0000b273d7b8ae0aa992b3b140a40b1d,https://p.scdn.co/mp3-preview/caef758ca896655826cdd17d19ef1703cc24aca3?cid=4730b02bd7f84c22bb7993aaa4620292
132,133,We Are Young (feat. Janelle Monáe),fun.,baroque pop,2012,184,64,38,-6,8,74,251,2,8,63,https://i.scdn.co/image/ab67616d0000b27305fb4e9947c6edaf3836766e,https://p.scdn.co/mp3-preview/71127da3ad33d0423fb257f079a2333caec0b0bf?cid=4730b02bd7f84c22bb7993aaa4620292
133,134,Diamonds,Rihanna,barbadian pop,2012,92,71,56,-5,11,39,225,0,5,61,https://i.scdn.co/image/ab67616d0000b273e24cbbd5cef05ca77ec67df6,https://p.scdn.co/mp3-preview/6681d4629f88a7fb1d34a519fbfa87c26888b0d2?cid=4730b02bd7f84c22bb7993aaa4620292
134,135,Don't Stop the Party (feat. TJR),Pitbull,dance pop,2012,127,96,72,-4,38,95,206,1,9,59,https://i.scdn.co/image/ab67616d0000b273f2486b438645e97b523e4f90,https://p.scdn.co/mp3-preview/72d6b312e4cbd1fd8219427fe1e6d1f5dfd4c85f?cid=4730b02bd7f84c22bb7993aaa4620292
135,136,You Da One,Rihanna,barbadian pop,2012,127,72,70,-5,13,86,200,50,4,57,https://i.scdn.co/image/ab67616d0000b2731c5eacf6965d328c2c795cef,https://p.scdn.co/mp3-preview/b0aa41ba36716a362d4ba2719aa95ba7f703a8ba?cid=4730b02bd7f84c22bb7993aaa4620292
136,137,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,dance pop,2012,90,80,65,-3,27,80,211,3,10,54,https://i.scdn.co/image/ab67616d0000b27318b8088fe0c3dbf78398b55a,https://p.scdn.co/mp3-preview/a62b535109dff39bdcc859c6fd2160e927d4b1c9?cid=4730b02bd7f84c22bb7993aaa4620292
137,138,It Will Rain,Bruno Mars,pop,2012,150,84,58,-7,8,48,258,34,5,38,https://i.scdn.co/image/ab67616d0000b273f01ba25235fb24f73605b9dd,https://p.scdn.co/mp3-preview/b4e70a4b9cfc7e25c2ac9c6ec4325524ec84c1d1?cid=4730b02bd7f84c22bb7993aaa4620292
138,139,Blow Me (One Last Kiss),P!nk,dance pop,2012,114,92,60,-3,25,75,256,0,4,0,https://i.scdn.co/image/ab67616d0000b2739d0f0d226987b449808e7b6f,https://p.scdn.co/mp3-preview/1320064e5af7737913e7f212acbf5ab7bcf48668?cid=4730b02bd7f84c22bb7993aaa4620292
139,140,Underneath the Tree,Kelly Clarkson,dance pop,2013,160,81,51,-5,21,69,230,0,5,88,https://i.scdn.co/image/ab67616d0000b273f54a315f1d2445791fe601a7,https://p.scdn.co/mp3-preview/9d6040eda6551e1746409ca2c8cf04d95475019a?cid=4730b02bd7f84c22bb7993aaa4620292
140,141,Wake Me Up,Avicii,big room,2013,124,78,53,-6,16,64,247,0,5,85,https://i.scdn.co/image/ab67616d0000b273e14f11f796cef9f9a82691a7,https://p.scdn.co/mp3-preview/231af03bbd2ec7f655575800e54a00633d7d9eac?cid=4730b02bd7f84c22bb7993aaa4620292
141,142,Story of My Life,One Direction,boy band,2013,121,66,60,-6,12,29,245,23,5,81,https://i.scdn.co/image/ab67616d0000b2732f76b797c382bedcafdf45e1,https://p.scdn.co/mp3-preview/9c3f89f926a702034ae182e723b2d601c2bd754d?cid=4730b02bd7f84c22bb7993aaa4620292
142,143,Just Give Me a Reason (feat. Nate Ruess),P!nk,dance pop,2013,95,55,78,-7,13,44,243,35,5,81,https://i.scdn.co/image/ab67616d0000b2739d0f0d226987b449808e7b6f,https://p.scdn.co/mp3-preview/15d9c5b414a7bdd68492800e76ad51a3bc8db576?cid=4730b02bd7f84c22bb7993aaa4620292
143,144,Hall of Fame,The Script,celtic rock,2013,85,87,42,-4,12,63,203,7,6,80,https://i.scdn.co/image/ab67616d0000b273dd8408b50f45c66139f44ce2,https://p.scdn.co/mp3-preview/466ad3f7e7b495b95cc49fdf7eef90fde9ee7cc8?cid=4730b02bd7f84c22bb7993aaa4620292
144,145,Roar,Katy Perry,dance pop,2013,180,77,55,-5,35,46,224,0,4,78,https://i.scdn.co/image/ab67616d0000b2731e9a057052d59004caf47e22,https://p.scdn.co/mp3-preview/d72636d23beb0e3c283ec8150b8f50f9b5b0d8a3?cid=4730b02bd7f84c22bb7993aaa4620292
145,146,We Can't Stop,Miley Cyrus,dance pop,2013,80,62,61,-6,37,48,231,1,3,78,https://i.scdn.co/image/ab67616d0000b2736b18d0490878750cd69abf2c,https://p.scdn.co/mp3-preview/2832db9492a17af6654d86be3ae07d4baa1f55ab?cid=4730b02bd7f84c22bb7993aaa4620292
146,147,Don't You Worry Child - Radio Edit,Swedish House Mafia,big room,2013,129,84,61,-3,12,44,213,11,5,78,https://i.scdn.co/image/ab67616d0000b2739cfe80c0c05ce104f7bab18e,https://p.scdn.co/mp3-preview/4e2b9b425c14fde73ba0a7c0c4fb31ab6be199ea?cid=4730b02bd7f84c22bb7993aaa4620292
147,148,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,electro,2013,116,81,79,-9,10,86,248,4,4,77,https://i.scdn.co/image/ab67616d0000b2731d5cf960a92bb8b03fc2be7f,https://p.scdn.co/mp3-preview/9b7eaf7fb5cab29251df52e9a4f46fad14e29aa1?cid=4730b02bd7f84c22bb7993aaa4620292
148,149,Wrecking Ball,Miley Cyrus,dance pop,2013,120,42,53,-6,11,35,221,41,3,77,https://i.scdn.co/image/ab67616d0000b2736b18d0490878750cd69abf2c,https://p.scdn.co/mp3-preview/e174e5edd688f7ae112ce20b83741e28367d37b8?cid=4730b02bd7f84c22bb7993aaa4620292
149,150,Impossible,James Arthur,pop,2013,170,70,38,-5,11,30,209,14,9,77,https://i.scdn.co/image/ab67616d0000b273192221f838b7b6b9cb4629bf,https://p.scdn.co/mp3-preview/e5b169ee32ec1f51a1df0ffc4fe730599379ee51?cid=4730b02bd7f84c22bb7993aaa4620292
150,151,Blurred Lines,Robin Thicke,dance pop,2013,120,60,85,-5,8,84,264,0,4,76,https://i.scdn.co/image/ab67616d0000b273bf4733171d920f2a62b24713,https://p.scdn.co/mp3-preview/748932e1ebfa6a93193805d34eafc3deb2987700?cid=4730b02bd7f84c22bb7993aaa4620292
151,152,Heart Attack,Demi Lovato,dance pop,2013,174,79,50,-5,24,50,211,7,10,76,https://i.scdn.co/image/ab67616d0000b273aadb13ae608f6af20528409b,https://p.scdn.co/mp3-preview/17fa164b977074dd1b1869bfb10b08cfd513e53b?cid=4730b02bd7f84c22bb7993aaa4620292
152,153,We Are Never Ever Getting Back Together,Taylor Swift,pop,2013,86,68,63,-6,12,75,193,1,9,75,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,https://p.scdn.co/mp3-preview/918f2323eaf64a178283b60b6a027bd7cde13c46?cid=4730b02bd7f84c22bb7993aaa4620292
153,154,Die Young,Kesha,dance pop,2013,128,70,71,-5,22,80,212,0,5,75,https://i.scdn.co/image/ab67616d0000b27376c5c62197115a22b23ff950,https://p.scdn.co/mp3-preview/237e17c6319aa02a1fde3ebcd89c5e5e3e03dbf8?cid=4730b02bd7f84c22bb7993aaa4620292
154,155,Clarity,Zedd,complextro,2013,128,78,51,-3,7,18,271,4,7,75,https://i.scdn.co/image/ab67616d0000b273941dd3b3343d9cb9329d37bf,https://p.scdn.co/mp3-preview/b2fd1208b83b14121c261cfc1e74ec4439a16c8f?cid=4730b02bd7f84c22bb7993aaa4620292
155,156,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,art pop,2013,126,81,57,-6,13,11,215,2,6,74,https://i.scdn.co/image/ab67616d0000b273245055c6f83a1fb06e1d16e4,https://p.scdn.co/mp3-preview/fd6c5fa7b489d512c894f4791ee369e6b39c6cfa?cid=4730b02bd7f84c22bb7993aaa4620292
156,157,Under Control,Calvin Harris,dance pop,2013,126,92,54,-3,12,51,184,13,8,74,https://i.scdn.co/image/ab67616d0000b273063c048e9ef6bd021b744756,https://p.scdn.co/mp3-preview/bc3f06f9239a84a7ad51e5f3250aa5a23a50b98b?cid=4730b02bd7f84c22bb7993aaa4620292
157,158,Everybody Talks,Neon Trees,indie pop,2013,155,92,47,-4,31,73,177,0,6,74,https://i.scdn.co/image/ab67616d0000b2734a6c0376235e5aa44e59d2c2,https://p.scdn.co/mp3-preview/426460f4b4e9b85d0830f11fbdcf7a1e4b70e5a2?cid=4730b02bd7f84c22bb7993aaa4620292
158,159,"Hold On, We're Going Home",Drake,canadian hip hop,2013,100,41,77,-7,7,29,228,0,10,73,https://i.scdn.co/image/ab67616d0000b273a90d170c61fb7d063d47161d,https://p.scdn.co/mp3-preview/bb6ae7bd099ba9fe020f11bac6f381258974ec78?cid=4730b02bd7f84c22bb7993aaa4620292
159,160,Best Song Ever,One Direction,boy band,2013,118,88,65,-3,8,49,200,2,5,73,https://i.scdn.co/image/ab67616d0000b2732f76b797c382bedcafdf45e1,https://p.scdn.co/mp3-preview/cc52a4aa531cd779609c29f2759638a34160c361?cid=4730b02bd7f84c22bb7993aaa4620292
160,161,Kiss You,One Direction,boy band,2013,90,93,63,-3,32,91,183,2,6,73,https://i.scdn.co/image/ab67616d0000b2734e31e0d38b89b8fb239d4fbf,https://p.scdn.co/mp3-preview/e57752b7147ba7a7b3c6d21d185599b695999737?cid=4730b02bd7f84c22bb7993aaa4620292
161,162,Sweet Nothing (feat. Florence Welch),Calvin Harris,dance pop,2013,128,93,57,-4,6,58,213,20,11,72,https://i.scdn.co/image/ab67616d0000b273dcef905cb144d4867119850b,https://p.scdn.co/mp3-preview/daf8f5e93daa712ee93c2c5b2778fcaa39194dc5?cid=4730b02bd7f84c22bb7993aaa4620292
162,163,Lose Yourself to Dance,Daft Punk,electro,2013,100,66,83,-8,8,67,354,8,6,72,https://i.scdn.co/image/ab67616d0000b2739b9b36b0e22870b9f542d937,https://p.scdn.co/mp3-preview/bf4be082dc59b009fb495dc6631cf188a3a07af9?cid=4730b02bd7f84c22bb7993aaa4620292
163,164,Work Bitch,Britney Spears,dance pop,2013,128,82,63,-7,7,85,248,16,16,71,https://i.scdn.co/image/ab67616d0000b2733c9f7b8faf039c7607d12255,https://p.scdn.co/mp3-preview/926e14e72474264184b0b1b52616c10ee1c78dce?cid=4730b02bd7f84c22bb7993aaa4620292
164,165,Brave,Sara Bareilles,acoustic pop,2013,185,84,55,-4,4,76,221,1,5,71,https://i.scdn.co/image/ab67616d0000b273022b4010e20659300f42c375,https://p.scdn.co/mp3-preview/a53f99868dbf34053d3377a43bf1383efa629ad6?cid=4730b02bd7f84c22bb7993aaa4620292
165,166,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,dance pop,2013,146,93,63,-4,10,88,258,3,8,70,https://i.scdn.co/image/ab67616d0000b27398a02fef3a8b1d80a0f164ec,https://p.scdn.co/mp3-preview/989bcb16f82e4cfcbfebdf8cf0dd91abe86c84d1?cid=4730b02bd7f84c22bb7993aaa4620292
166,167,Feel This Moment (feat. Christina Aguilera),Pitbull,dance pop,2013,136,76,67,-4,34,54,230,4,16,70,https://i.scdn.co/image/ab67616d0000b273f2486b438645e97b523e4f90,https://p.scdn.co/mp3-preview/deb34682637ed436b1d85841d7ac385541a1225c?cid=4730b02bd7f84c22bb7993aaa4620292
167,168,Beneath Your Beautiful,Labrinth,pop,2013,84,52,56,-6,10,23,272,23,4,70,https://i.scdn.co/image/ab67616d0000b273d9370e27abe3de676c56873a,https://p.scdn.co/mp3-preview/f34a73c3e81e50bcf7e2d1923b8a9407ab07538e?cid=4730b02bd7f84c22bb7993aaa4620292
168,169,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,dance pop,2013,125,68,66,-7,37,25,252,25,4,70,https://i.scdn.co/image/ab67616d0000b27314f5c10de370e6d48d142629,https://p.scdn.co/mp3-preview/2633bb17e32d33910fd59fcbf8dc9c00244f8ce0?cid=4730b02bd7f84c22bb7993aaa4620292
169,170,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,dance pop,2013,95,53,78,-7,5,66,236,6,29,69,https://i.scdn.co/image/ab67616d0000b2732a6b364528b128a4a17d100d,https://p.scdn.co/mp3-preview/aa64e01779ed8b6d1362bd8bfc170c8a4fa85773?cid=4730b02bd7f84c22bb7993aaa4620292
170,171,If I Lose Myself - Alesso vs OneRepublic,OneRepublic,dance pop,2013,126,75,52,-6,14,16,215,26,4,69,https://i.scdn.co/image/ab67616d0000b273e80e7dbce3996a1ae5967751,https://p.scdn.co/mp3-preview/290752154c6e293ab743c467a7d13401cf607078?cid=4730b02bd7f84c22bb7993aaa4620292
171,172,The Way,Ariana Grande,dance pop,2013,82,88,65,-3,8,86,227,29,11,68,https://i.scdn.co/image/ab67616d0000b27341b41e6f7924e530a9b00f9c,https://p.scdn.co/mp3-preview/80d5a005febd46fdf05e905fc18437bd7388075d?cid=4730b02bd7f84c22bb7993aaa4620292
172,173,Suit & Tie,Justin Timberlake,dance pop,2013,102,60,80,-4,16,36,326,10,22,68,https://i.scdn.co/image/ab67616d0000b273db1d1cdc927a07825a2ed244,https://p.scdn.co/mp3-preview/fc6a2f1ee4888bb0e8847890f0a58c50bc935247?cid=4730b02bd7f84c22bb7993aaa4620292
173,174,#thatPOWER,will.i.am,dance pop,2013,128,61,80,-6,7,40,280,0,6,68,https://i.scdn.co/image/ab67616d0000b273642efc0b3f045f34316d2cf3,https://p.scdn.co/mp3-preview/84466528352ba74c307ac494abc683ffa553dc88?cid=4730b02bd7f84c22bb7993aaa4620292
174,175,I Love It (feat. Charli XCX),Icona Pop,candy pop,2013,126,91,71,-3,15,82,157,1,3,67,https://i.scdn.co/image/ab67616d0000b2734e2e6035e60579c7bdc6fb33,https://p.scdn.co/mp3-preview/429e91c9cdcf45a97960ab87560953e894aac997?cid=4730b02bd7f84c22bb7993aaa4620292
175,176,Play Hard (feat. Ne-Yo & Akon) - New Edit,David Guetta,dance pop,2013,130,87,72,-3,66,68,209,4,4,67,https://i.scdn.co/image/ab67616d0000b273a197a2ef3ad6704d1f44aa4e,https://p.scdn.co/mp3-preview/fae8d3b54d86ccf7113282b3687fdb3867decd38?cid=4730b02bd7f84c22bb7993aaa4620292
